title,rooms,days,tracks,time_slots,team,description,tags,author,telegram_contact,avg_score,expert_count
"Безопасность, управление рисками",комната  2,2026-01-22,Demo Day,,,,Security,,,0,0
Бенчмарк DeepFake методов для борьбы с мошенниками,FinTech,,,,,"[Трек: Индустриальный] 1. Познакомиться с командой.
2. Обсудить с командой и руководителем проект.
3. Составить план. 
4. Выполнить план.

Ожидаемый результат: Пока не договаривались",ML в Fintech; ML в промышленности; FinTech,Студент_242,@user_176,2.29,1
Бенчмарк для оценки влияния эмоций на поведение LLM моделей в контексте сложных экономических и социальных задач,,,,,,"[Трек: Научный] 1) Обзор литературы
2) Проектирование и таксономия новых теоретико-игровых сценариев
3) Сбор, синтетическая генерация и разметка датасетов под разные эмоциональные условия
4) Проверка валидности сценариев и качественный контроль разметки
5) Интеграция в существующий бенчмарк и разработка/калибровка метрик
6) Проведение экспериментов и интерпретация результатов

Ожидаемый результат: Готовый бенчмарк, включающий набор экономических и социальных игр с различными эмоциональными настройками подсказок",Research; Gaming; NLP,Студент_481,@user_073,0,0
Бенчмарк для оценки влияния эмоциональных состояний на поведение LLM в сложных экономических и социальных задачах,,,,,,"[Трек: Научный] 1) Обзор литературы
2) Проектирование и таксономия новых теоретико-игровых сценариев
3) Сбор, синтетическая генерация и разметка датасетов под разные эмоциональные условия
4) Проверка валидности сценариев и качественный контроль разметки
5) Интеграция в существующий бенчмарк и разработка/калибровка метрик
6) Проведение экспериментов и интерпретация результатов

Ожидаемый результат: Готовый бенчмарк, включающий набор экономических и социальных игр с различными эмоциональными настройками подсказок",Research; Gaming; NLP,Студент_505,@user_092,0,0
Бенчмаркинг мультиагентных систем,,,,,,"[Трек: Научный] Обзор источников по теме
Построение гипотез
Проверка гипотез, эксперименты
Оценка результатов
Работа над статьёй или публикация бенчмарка

Ожидаемый результат: Драфт бенчмарка",Автономные агенты; Research,Студент_382,@user_014,0,0
Бизнес - процессы,комната 1,2026-01-22,Demo Day,,,,,,,0,0
"Бизнес - процессы, аналитика",комната  2,2026-01-22,Demo Day,,,,,,,0,0
"Бизнес - процессы, промышленность",комната 6,2026-01-22,Demo Day,,,,ML в промышленности,,,0,0
"Визуализация, 3D",комната  2,2026-01-22,Demo Day,,,,Gaming,,,0,0
Виртуальный ассистент,,,,,,"[Трек: Индустриальный] 1) Провести исследование подходов к генерации липсинка на видео
2) Провести анализ инструментов для извлечения аудио, поиска ответа по бд (RAG), генерации аудио ответа, объединения в единый ролик (ролик, который выводится пользователю)
3) Проанализировать датасеты для обучения/дообучения моделей для липсинк
4) MIN - прототип, который по свободному вопросу пользователя подгружает заранее сгенерированный ролик с нужным ответом; TARGET - прототип, который по свободному вопросу пользователя генерирует ответ, озвучивает его и накладывает липсинк; MAX - таргет + генерация итогового ролика происходит очень быстро (рилтайм)

Ожидаемый результат: Прототип из п.4 в ""плане работ на семестр""",ML в промышленности; RAG; Audio; CV; EdTech; NLP,Студент_354,@user_062,0,0
Воркшоп по прототипированию игрового агента на основе LLM,,,,,,"[Трек: Education] Основная задача - создать курс (дофиналить идею) и подготовить курс для ведения и апробации на площадке AITH.  
Таким образом, план включает следующие этапы:

1. Финализировать концепцию, идейную часть и общее видение курса, включая анализ ЦА и проблематики.  
2. Проверить возможность нашего особого формата code-room практик силами команды курса (и, вероятно, с доп. привлечением людей)  
3. Параллельно с предыдущими задачами, корректировать работу команды + частично участвовать в работах по наполнению курса, включая как идейную, техническую, так и визуальную часть (+ геймификацию)  
4. Продолжить работу над курсом в рамках ВКР адаптацию существующей нейростримерши в интерактивного ИИ ассистента для помощи в проведении демонстрациях в рамках курса (Наглядный пример агента для демонстрации ребятам и повышения их мотивации)

Дополнительно и параллельно в рамках семестра также занимаюсь следующим:

- веду проекты Нейростримерша NetTyan, MindEscape и AI Media Producer в рамках AITH LLM Lab и проектной практики, руковожу проектами, корректирую результаты ребят, помогаю двигаться дальше  
- в рамках стартапа по разработке агентов для бизнеса Agnetics (как один из учредителей) валидирую проекты с технической части, участвую в разработке ТЗ, распределяю задачи и принимаю участие в разработке

Ожидаемый результат: MVP курса, готовый к старту на площадке AITH",Автономные агенты; EdTech; Gaming; NLP,Студент_378,@user_009,0,0
Временные ряды,ML в Fintech,2026-01-22,Demo Day,,,,FinTech,,,0,0
"Временные ряды, Обучение с подкреплением, Естественные науки + ML, ML в промышленности","ML в промышленности, RAG, NLP, Автономные агенты; Recsys / предиктивная аналитика",2026-01-22,Demo Day,,,"Аналитика, ассистент, промвшленность",ML в промышленности; EdTech; RecSys; NLP,,,0,0
"Вступил в проект ""Помощник оператора call центра"" от OZON Банка",,,,,,"[Трек: Индустриальный] Трудно сказать

Ожидаемый результат: Ни на какой",ML в промышленности; FinTech,Студент_652,@user_190,0,0
"Высоконагруженная система транскрибации речи
Кейсодатель: X5 Tech",,,,,,"[Трек: Индустриальный] План работы:
1. Собрать скоуп по текущему проекту, составить подробный план со сравнением архитектур сервисов и архитектур моделей
2. Протестировать качество и производительность различных конфигураций сервисов на собранных тестовых данных
3. Собрать датасет для дообучения акустической модели системы
4. Провести эксперименты по дообучению акустической модели и языковой моделей
5. Разработать и протестировать сервис транскрибации речи
6. Ввести в эксплуатацию разработанный сервис",ML в промышленности; EdTech; ASR; NLP,Студент_358,@user_227,0,0
Выявление ошибок в коде при помощи LLM-агентов,,,,,,"[Трек: Научный] 1. Анализ текущей рукописи и замечаний рецензентов
2. Переработка теоретической и обзорной части
3. Актуализация методической части
4. Подготовка и запуск экспериментальной части
5. Анализ и интерпретация результатов
6. Репликабельность и подготовка инфраструктуры
7. Финальное редактирование и оформление публикации
8. Итоговый этап (предзащита и отчёт)

Предполагаемый результат: зачтённая научная активность за семестр и готовая к подаче публикация.",Автономные агенты; Research; Security; NLP,Студент_039,@user_160,0,0
Газпромбанк (сегментация клиентов и рекомендация продуктов),,,,,,"[Трек: Индустриальный] Добавили в чат проекта, жду план

Ожидаемый результат: -",CV; ML в промышленности; FinTech,Студент_349,@user_364,0,0
Галка,Презентация проектов перед бизнес - партнерами,,,,,"[Трек: Стартап] финализировать концепцию и ЦА, собрать конкурентов и данные, сделать MVP (парсинг + генерация постов), протестировать на первых 10–20 пользователях, собрать обратную связь и кейсы, улучшить качество генерации, проверить монетизацию (тарифы, предзаявки), подвести итоги и подготовить презентацию

Ожидаемый результат: Работающий MVP сервиса, первые тестовые пользователи (10–20 человек), подтверждение ценности продукта через реальные публикации, собранные кейсы/отзывы и проверка гипотезы монетизации",Стартап; NLP; Business,Студент_438,@user_042,1.17,1
Генеративный сервис для дизайнеров,,,,,,"[Трек: Индустриальный] Основная задача на этот семестр вывести сервис на уровень рабочего прототипа, готового к комфортному тестированию. Планируется сосредоточиться на доработке и стабилизации основных функций, чтобы инструмент стабильно работал и решал ключевые задачи по генерации изображений.
Параллельно будет проводиться исследование новых версий моделей и поиск путей оптимизации для улучшения качества генерации.

Ожидаемый результат: Запустить и протестировать рабочую версию с удобным интерфейсом",CV; ML в промышленности; NLP,Студент_781,@user_290,0,0
Генератор схем решения математических задач,RecSys,,,,,"[Трек: Индустриальный] - собрать оценочный пул математических задач с полным покрытием по школьной программе за 5-11 класс
- размножить пул задач для генерации синтетического датасета с равномерным покрытием задач по всем темам
- сгенерировать в большом количестве синтетические решения задач с использованием больших opensource моделей
- почистить сет, собрать автометрику качества схем и добиться хорошего качества обучающего сета
- провести обучение finetune/lora/ptune с замерами качества на собранном оценочном пуле
- попробовать разные чекпоинты YaGPT для старта обучения
- отдать в разметку методистам плохие схемы попросив их переписать на хорошие чтобы потом полученные данные использовать для DPO
- изменяя гиперпараметры обучения, наборы обучающих данных и способов обучения добиться качества в 90% на оценочном пуле

Ожидаемый результат: качество верных ответов на пуле с полным покрытием математических задач за 5-11 класс в 90%",ML в промышленности; EdTech; RecSys; NLP,Студент_762,@user_276,3.0,1
Генерация транзакций,,,,,,"[Трек: Научный] Проект по генерации банковских транзакций с использованием диффузионных моделей. На данный момент есть только TPP подходы, которые только категорию и время предсказывают на какой-то горизонт. Мы же расширяем это на все поля (сумма покупки/ другие признаки), и вперед 32 транзакции пытаемся предсказать. Цели: написать пайплайн, подготовить датасеты, завести бейзлайны, побить бейзлайны, упаковать в статью.

Ожидаемый результат: Наличие 1 модели, которая бьет бейзлайн",Research; NLP; FinTech,Студент_111,@user_602,0,0
Гео-эмбеддинги: построение универсального представления локации,,,,,,"[Трек: Индустриальный] 1. Провести исследование моделей, способных формировать гео-эмбеддинги, выбрать несколько моделей для сравнительного анализа на прикладных задачах.
2. Определить пул задач (бенчмарк) для сравнения качества базовых (baseline) моделей и выбранных архитектур.
3. Для задач, baseline для которых не определен: выбрать модель в качестве базовой, проанализировать датасет и фичи (без применения гео-эмбеддингов), провести обучение, подобрать гиперпараметры, зафиксировать метрику.
4. Провести обучение выбранных моделей формирования гео-эмбеддингов, зафиксировать метрику.
5. Выполнить сравнительный анализ полученных результатов.

Ожидаемый результат: Проведено вышеописанное исследование, результаты зафиксированы в виде артефактов.",ML в промышленности; EdTech,Студент_312,@user_189,0,0
Гибридный поиск для чат-бота по продуктовой базе,,,,,,"[Трек: Индустриальный] Определить метрики, сделать MVP, сравнить с прошлой иттерацией

Ожидаемый результат: Метрики нового поиска",ML в промышленности; NLP,Студент_125,@user_464,0,0
Голосовой тренажер для операторов поддержки,Презентация проектов перед бизнес - партнерами,,,,,"[Трек: Индустриальный] Пока на стадии обсуждения и распредления ролей.

Ожидаемый результат: Окончательная цель в стадии согласования скорее всего MVP.",ML в промышленности; ASR; Business,Студент_656,@user_634,2.17,1
Графовый анализ диалогов,,,,,,"[Трек: Индустриальный] 1 шаг - ресерч и тестирование существующих решений 
2 шаг - сбор релеваниного датасета и вывод нужной метрики
3 шаг - выбор лучшего метода обработки, выбор архитектуры, тестирование на датасете
4 шаг - тестирование на реальных данных 
5 шаг - препрод, обёртка в микросервисную архитектуру

Ожидаемый результат: готовый модуль способный выявлять качественные диалоговые маршруты и паттерны",ML в промышленности,Студент_587,@user_632,0,0
"Группа ""ИИ в промышленности"" Института искусственного интеллекта AIRI",,,,,,"[Трек: Научный] План работы - построение агентской системы, включение uncertainty метрик, проведение экспериментов, замер метрик и определение финального пайплайна

Ожидаемый результат: Цель - разработать бейзлайн трекинга неопределенности агентных систем",Research; Автономные агенты; ML в промышленности,Студент_070,@user_609,0,0
Дедупликация новостей,,,,,,"[Трек: Индустриальный] 1. Сбор и подготовка новостного датасета - очистка, предобработка, подготовка выборок для обучения/тестирования
2. Изучение моделей и методов для реализации поиска дубликатов
3. Построение бейзлайна и схемы валидации
4. Проведение экспериментов с dense/sparse методами
5. Оценка качества, анализ ошибок, улучшение пайплайна
6. Оптимизация пайплайна, ускорение моделей (опционально)

Предполагаемый результат: продукт, способный определять одинаковые новости",ML в промышленности; EdTech,Студент_246,@user_095,0,0
Детекция галлюцинаций в RAG и суммаризации,,,,,,"[Трек: Индустриальный] 1. Провести анализ существующих подходов детекции галлюцинаций
2. Подобрать наиболее подходящий бенчмарк или составить его самостоятельно
3. Разработать подход к решению задачи
4. Сравнить полученные результаты в разрезе улучшения метрик в смежных задачах

Ожидаемый результат: Предполагаемый результат: модель, которая определяет галлюцинации в генерации модели в задачах RAG и суммаризации",ML в промышленности; RAG; NLP,Студент_052,@user_683,0,0
Детские игрушки,комната 1,2026-01-22,Demo Day,,,,Gaming,,,0,0
Джейн AI-ассистент преподавателя урбанистики,,,,,,"[Трек: Индустриальный] - Структурирование предоставленных источников и оцифровка части из них через OCR.
- Настроить векторную базу данных с простой и удобной функцией добавления/обновления источников.
- Расширить сценарии для студентов и преподавателей за счет нового функционала (разные команды для разных пользователей, интерактивные диалоги).
- Отточить системный промпт, описывающий роль и стиль общения «Джейн».
- Рассмотреть fine-tuning как возможный следующий шаг для закрепления уникального стиля при наличии данных.

Ожидаемый результат: Телеграм бот содержит два новых сценария - генерация идей для НИР для студентов и помощь преподавателю в разработке практических заданий",CV; ML в промышленности; NLP,Студент_657,@user_193,0,0
Джейн – AI-ассистент преподавателя урбанистики,,,,,,"[Трек: Индустриальный] - Структурировать предоставленные источники и оцифровать часть из них через OCR.
- Настроить векторную базу данных с простой и удобной функцией добавления/обновления источников.
- Расширить сценарии для студентов и преподавателей за счет нового функционала (разные команды для разных пользователей, интерактивные диалоги).
- Отточить системный промпт, описывающий роль и стиль общения «Джейн».
- Рассмотреть fine-tuning как возможный следующий шаг для закрепления уникального стиля при наличии данных.
- Перейти на микросервисную архитектуру для упрощения изменений каждого из компонентов.
- Внести доработки в серверную часть для обеспечения большей безопасности и надежности приложения.

Ожидаемый результат: Телеграм бот содержит два новых сценария - генерация идей для НИР для студентов и помощь преподавателю в разработке практических заданий",CV; ML в промышленности; Security; NLP,Студент_682,@user_213,0,0
Динамический трекинг клеток,,,,,,"[Трек: Научный] Сперва написать алгоритм потоковой обработки видео, подготовить данные. Провести сегментацию клеток и пытаться обучать физически ориентированную модель для возможности прогнозирования движения клетки

Ожидаемый результат: Публикация по проекту",CV; Research,Студент_093,@user_608,0,0
Диффузионные модели в NLP,,,,,,"[Трек: Научный] Изучил текущее состояние диффузии в тексте. Точная тема ресерча на уточнении

Ожидаемый результат: Зависит от тема ресерча",Research; NLP,Студент_650,@user_606,0,0
Дообучение VLM под задачу NER на банковских документах,,,,,,"[Трек: Индустриальный] 1. Собрать данные для обучения модели
2. Собрать данные для бенчей результатов
3. Подготовить инфру для обучения
4. Бенчмарк текущих опенсорс решений
5. Провести хотя бы 1 итерацию обучения
6. Бенчмарк обученной модели",ML в промышленности; EdTech; FinTech,Студент_290,@user_484,0,0
Доработка open-source инструментов по безопасности агентских систем,,,,,,"[Трек: Индустриальный] Исследование OpenAI Agent Guardrails (как устроен, как работает, какие типы ошибок перехватывает, какие нет), сравнение с  open-source  инструментами.
Доработка open-source инструментов по безопасности агентских систем

Ожидаемый результат: Внедрение новых идей в текущие  open-source инструменты",ML в промышленности; Автономные агенты; Security,Студент_272,@user_309,0,0
Древние языки и ИИ в археологии,,,,,,"[Трек: Научный] Погружение в контекст задачи: чтение научных статей, анализ датасетов и оценка существующих решений.

Тестирование существующих ллм в зеро-шот режиме

Дообучение различных ллм (включая Gemma-T5) на задачу перевода древнеегипетских текстов

Ожидаемый результат: Обучение бейзлайн-переводчика на основе ллм",Research; EdTech; NLP,Студент_936,@user_405,0,0
"Ду́но (Адаптивные агенты, AIRI)",,,,,,"[Трек: Научный] мы договорились с научным руководителем что и я и он придумаем по 4 ресерч пропоузала и в течении 2 недель будем обсуждать дальнейшие планы и реализации

Ожидаемый результат: придумать тему с подробным планом на исследование",Автономные агенты; Research,Студент_450,@user_050,0,0
Дубли в торговых новостях,,,,,,"[Трек: Научный] Пока нету

Ожидаемый результат: Непонятно удастся ли реализовать",Research; FinTech,Студент_740,@user_263,0,0
Естественные науки + ML,NLP,2026-01-22,Demo Day,,,"MedTech, wellness, психология",EdTech; NLP; MedTech,,,0,0
"Естественные науки + ML, Recsys, NLP, Автономные агенты, агротех",NLP,2026-01-22,Demo Day,,,,Автономные агенты; RecSys; NLP,,,0,0
ЖигулИИ Trainer,,,,,,"[Трек: Education] План работы на семестр

Этап 1: Проектирование и архитектура
Определение архитектуры системы и основных компонентов
Проектирование формата конфигурационных файлов для описания проверок
Разработка спецификации health-checks для разных типов заданий
Создание технического задания и распределение задач

Этап 2: Разработка базовых компонентов
Реализация парсера конфигурационных файлов
Разработка движка выполнения проверок (executor)
Создание набора стандартных проверок ""из коробки"":
DevOps чеки (пинг сервера, проверка портов, нагрузочное тестирование)
ML метрики (accuracy, precision, recall и др.)
Базовая система формирования отчетов

Этап 3: Docker-интеграция и кастомизация
Разработка системы запуска Python-кода в изолированной среде
Создание базовых Docker-образов для различных типов проверок
Реализация механизма подключения кастомных проверок от преподавателей
Документация по созданию собственных проверок

Этап 4: GPT-assisted проверка (не влезает, весенний семестр)
Интеграция с GPT API
Разработка системы хранения эталонных решений
Создание промптов для сравнения решений
Механизм парсинга и подготовки кода для сравнения
Генерация подсказок и рекомендаций для студентов

Этап 5: Тестирование и доработка (весенний семестр)
Проведение пилотного тестирования на реальных заданиях
Сбор обратной связи от потенциальных пользователей
Оптимизация производительности
Доработка интерфейса и UX
Подготовка документации и примеров использования

Ожидаемый результат: Функциональный MVP включающий: - Работающая платформа с CLI/API для запуска проверок - Система конфигурационных файлов с поддержкой минимум 2 типов заданий (DevOps + ML) - Набор из 10-15 готовых проверок ""из коробки"" - Docker-based окружение для изолированного выполнения проверок - Механизм подключения кастомных Python-проверок",Автономные агенты; EdTech; NLP; MedTech,Студент_810,@expert_249,0,0
"ИИ Ассистент, Moodle",,,,,,"[Трек: Индустриальный] Проект: ИИ Ассистент, Moodle",ML в промышленности; EdTech,Студент_912,@user_663,0,0
ИИ-ассистент для LMS (CДО) Moodle,,,,,,"[Трек: Education] 1. Анализ текущих навыков и постановка целей 

**Оценить текущий уровень владения Python, FastAPI, OpenAI API, LangChain / LlamaIndex.

2. Изучение теоретической базы и инструментов 

**Изучить архитектуру трансформеров и принципы работы LLM.

**Освоить Prompt Engineering: zero-shot, few-shot, chain-of-thought, ReAct.

Ознакомиться с библиотеками:

**LangChain — для построения пайплайнов и агентных систем;

**LlamaIndex — для организации поиска по локальным данным;

**FastAPI / Streamlit — для интерфейсов и API.

**Изучить подход RAG (Retrieval-Augmented Generation).

3. Применение изученных навыков на практике, выполняя этот проект 

4. Ретроспектива и оценка результатов 
**Оценить достигнутые цели и уровень компетенций.

**Подготовить summary: чему научился, какие инструменты освоил, что можно улучшить.

Ожидаемый результат: Рабочий инструментарий, внедренный в ЛМС. Сейчас есть рабочий прототип, архитектура",EdTech; Автономные агенты; RAG; NLP,Студент_1034,@user_582,0,0
Индивидуальное ценообразование продуктов массового сегмента,,,,,,"[Трек: Индустриальный] 1. Аналитика клиентской базы
2. Построение модели кластеризации клиентов по эластичности (много бизнес ограничений к модели)
3. Построение модели индивидуальных условий вклада
4. Построение интегральной uplift модели выдачи вкладов с индивидуальными условиями
5. Прохождение валидации моделей, согласование с блоком Риски, согласование с Казначейством
6. Запуск пилота на 10% клиентах

Ожидаемый результат: Запуск пилотов на 10% выборки, расчет продуктовых / финансовых метрик",ML в промышленности; EdTech; FinTech,Студент_292,@user_658,0,0
Интеллектуальной автоматизации и агентных систем на основе ИИ,комната 6,2026-01-22,Demo Day,,,,Автономные агенты,,,0,0
Интеллектуальный 3D редактор облаков точек,CV,,,,,"[Трек: Научный] 1, Провести эксперименты с различными моделями 3D детекции, сегментации
2. Разработать базовые алгоритмы детекции динамических объектов на лидарных картах и единичных облаках точек
3. Разработать прототип Desktop приложения

Ожидаемый результат: Работающий протип приложения с внедренными AI моделями",CV; GeoAI; Research; Gaming,Студент_122,@user_218,2.43,1
Интеллектуальный агент на базе LLM для оценки эффекта интервенций и генерации причинно‑следственных интерпретаций,FinTech,,,,,"[Трек: Индустриальный] План работы на семестр: 
1) Провести обзор и анализ существующих методов применения LLM для каузального вывода (выявления причины и следствия) и интерпретации, построения и интеграции причинно-следственных графов, применения RAG, uplift-моделирования.
2) Собрать необходимые датасеты из открытых публичных источников.
3) Разработать модель построения причинно-следственного графа.

Ожидаемый результат: Ожидаемый результат к концу семестра: MVP Агента, способного оценивать эффект от интервенций с помощью построения и интеграции причинно-следственных графов и других инструментов",ML в промышленности; RAG; Автономные агенты; FinTech; NLP,Студент_248,@expert_023,0,0
Интеллектуальный помощник для анализа корпоративных событий эмитентов ценных бумаг,,,,,,"[Трек: Индустриальный] 1) Изучить структуру и формат публикаций корпоративных сообщений на сайте e-disclosure.ru

2)  Разработать парсер для автоматической выгрузки всех корпоративных новостей по дню 

3) Разработать парсер для автоматической выгрузки последней корпоративной новости

4) Разработать парсер для автоматической выгрузки всей истории корпоративных новостей по конкретной компании

5) Разработать базу данных (прим. Postgres) для хранения истории корпоративных новостей по компаниям

6) Разработать базу данных для хранения истории всех событий по дню.

7) Внедрить LLM модель  (API, open source) и составить промпт для составления отчета по дню на основе новостей по дню (пункт 2). 

8) Внедрить LLM модель (API, open source) и составить промпт для краткого пересказа последней корпоративной новости (пункт 3).

9) Внедрить LLM модель (API, open source) и составить промпт для составления отчета о состоянии компании на основании истории ее событий (пункт 4).

10) Реализовать веб-сервис ( backend + frontend) для взаимодействия пользователя (сотрудники ИК ""РИКОМ ТРАСТ""). Должен включать возможность получать историю новостей по эмитенту и отчет от LLM с прогнозом о состоянии компании и ее акций (или других ценным бумаг) , также отчеты по дню от LLM , отдельное хранение всех новостей с возможностью фильтрации. 

11) Реализовать telegram bot с алерт-системой оповещений сотрудников о выходе новостей и событий интересующих их компаний.

Ожидаемый результат: Готовый MVP сервиса : автоматическая выгрузка новостей с e-disclosure.ru, хранение в одной из систем хранения информации (бд), генерация отчётов и резюме LLM-моделью, Telegram-бот с уведомлениями. Подготовлен демо-интерфейс.",HR; ML в промышленности; NLP,Студент_238,@user_067,0,0
Интуиция,EdTech,,,,,"[Трек: Education] 1. Проанализировать текущие решения для чтения книг.
2. Провести кастдевы ЦА.
3. Сформулировать гипотезы.
4. Разработать лендинг для валидации гипотез.
5. Разработать QA-ассистента на основе RAG по книге и дополнительным источникам с учетом гипотез.
5. Завернуть ассистента в интерфейс для чтения книг.

Ожидаемый результат: MVP с первыми пользователями + пайплайн оценки RAG-ответов",EdTech; RAG,Студент_451,@user_051,2.75,8
Информационная безопасность (IAM) + LLM,EdTech,2026-01-22,Demo Day,,,Безопасность,EdTech; Security; NLP,,,0,0
Инфраструктура для обработки данных GigaChat LLM Pretrain,"Туризм, досуг + NLP",,,,,"[Трек: Индустриальный] ) Написание скриптов для эффективной обработки данных в YTsaurus (парсинг, фильтрация, дедупликация, классификация )

2) Реализация следующий пайплайнов для обработки данных на Airflow:
- перенос данных между различными серверами (s3, Cloud, Cloud CPU, YTsaurus)
- токенизация данных для дальнейших обучения
- семплинг
- OCR обработка документов
- раскатка docker images
- инференс классификаторов
- эксперименты по обучению моделей на разных данных
- бенчмаркинг

3) Написание подробной документации по использованию готовых пайплайнов 

Ожидаемый результат к концу декабря:
Удобные, воспроизводимые, версионируемые пайплайны, к которым написана документация и которыми может пользоваться вся остальная группа (22 человека и соседние команды). Данные, обработанные с помощью полученных пайплайнов, будут использоваться для претрейна LLM GigaChat и сопутствующих экспериментов.",ML в промышленности; CV; EdTech; Geo; NLP,Студент_326,@user_331,2.0,1
Использование генерации синтетических данных для улучшения качества RAG,,,,,,"[Трек: Научный] 1. Обзор материалов.
Прочитать статьи  для рассмотрения существующих подходов и выбора метрик и датасетов
2. Реализация гипотез по улучшения качества ретрива и проведение экспериментов по замеру соответствующих метрик 
3. Реализация гипотез по улучшению качества генерации и проведение экспериментов по замеру соответствующих метрик 
4. Анализ полученных результатов и написание статьи

Ожидаемый результат: Завершенное исследование и черновая версия статьи",Research; RAG; NLP,Студент_896,@user_370,0,0
