title,track,course,rooms,days,time_slots,team,description,expected_result,tags,tech_areas,author,telegram_contact,links,repository,avg_score,expert_count,mentor_involvement,score_актуальность,score_практ_значимость,score_новизна,score_импакт,score_rd_сложность,score_масштабирование,score_критерий_7,expert_comments
интеллектуальный поиск для gminisoft,Индустриальный,1 курс,RecSys,2026-01-22,11:00:00,,,,Автономные агенты; NLP; ML в промышленности; RecSys; LLM,LLM; Agentic_AI; ML,Студент_691,,https://drive.google.com/drive/folders/1qFr00SGXFLAwxYRNIeW5KJDtfalfC_Ix,,0,0,,,,,,,,,
Интеллектуальный помощник для анализа корпоративных событий эмитентов ценных бумаг,Индустриальный,,,,,,"[Трек: Индустриальный] 1) Изучить структуру и формат публикаций корпоративных сообщений на сайте e-disclosure.ru

2)  Разработать парсер для автоматической выгрузки всех корпоративных новостей по дню 

3) Разработать парсер для автоматической выгрузки последней корпоративной новости

4) Разработать парсер для автоматической выгрузки всей истории корпоративных новостей по конкретной компании

5) Разработать базу данных (прим. Postgres) для хранения истории корпоративных новостей по компаниям

6) Разработать базу данных для хранения истории всех событий по дню.

7) Внедрить LLM модель  (API, open source) и составить промпт для составления отчета по дню на основе новостей по дню (пункт 2). 

8) Внедрить LLM модель (API, open source) и составить промпт для краткого пересказа последней корпоративной новости (пункт 3).

9) Внедрить LLM модель (API, open source) и составить промпт для составления отчета о состоянии компании на основании истории ее событий (пункт 4).

10) Реализовать веб-сервис ( backend + frontend) для взаимодействия пользователя (сотрудники ИК ""РИКОМ ТРАСТ""). Должен включать возможность получать историю новостей по эмитенту и отчет от LLM с прогнозом о состоянии компании и ее акций (или других ценным бумаг) , также отчеты по дню от LLM , отдельное хранение всех новостей с возможностью фильтрации. 

11) Реализовать telegram bot с алерт-системой оповещений сотрудников о выходе новостей и событий интересующих их компаний.

Ожидаемый результат: Готовый MVP сервиса : автоматическая выгрузка новостей с e-disclosure.ru, хранение в одной из систем хранения информации (бд), генерация отчётов и резюме LLM-моделью, Telegram-бот с уведомлениями. Подготовлен демо-интерфейс.","Готовый MVP сервиса : автоматическая выгрузка новостей с e-disclosure.ru, хранение в одной из систем хранения информации (бд), генерация отчётов и резюме LLM-моделью, Telegram-бот с уведомлениями. Подготовлен демо-интерфейс.",ML в промышленности; HR; NLP; LLM,,Студент_238,@user_067,,,0,0,,,,,,,,,
Интуиция,Education,1 курс,EdTech,2026-01-22,10:30:00,,"[Трек: Education] 1. Проанализировать текущие решения для чтения книг.
2. Провести кастдевы ЦА.
3. Сформулировать гипотезы.
4. Разработать лендинг для валидации гипотез.
5. Разработать QA-ассистента на основе RAG по книге и дополнительным источникам с учетом гипотез.
5. Завернуть ассистента в интерфейс для чтения книг.

Ожидаемый результат: MVP с первыми пользователями + пайплайн оценки RAG-ответов",MVP с первыми пользователями + пайплайн оценки RAG-ответов,RAG; NLP; LLM; EdTech,LLM; ML,Студент_451,@user_051,https://drive.google.com/drive/folders/1zCZhDwY0tDk1haekgfefaJ0r5xS6gzZ9?usp=sharing,,2.75,8,,3.0,3.0,2.75,2.0,2.62,2.88,3.0,"Крутой продукт идея и реализация, действительно высокий риск убития релизом крупных игроков, поэтому сразу видится сотрудничество с библиотеками. Если углубиться в пользователя гипотетически можно найти еще усиливающие фичи, например: сбор и оценка отдельно рецензий или позиций литературоведов, филологов для общего пользования и обсуждения, отсылки в попкультуру(песни, кино, сериалы и тд.) и мемологию. | Вообще очень красиво и хорошо, сама бы пользовалась с удовольствием. Немножко страшно, что можно убить релизом такой же фичи у того же Яндекса в Букмейте -- идти в отдельное приложение не всем удобно. Поэтому стоит двигаться в продвижение asap."
Информационная безопасность (IAM) + LLM,Demo Day,,EdTech,2026-01-22,,,,,Security; NLP; LLM,,,,,,0,0,,,,,,,,,
Инфраструктура для обработки данных GigaChat LLM Pretrain,Индустриальный,,"Туризм, досуг + NLP",2026-01-22,16:45:00,,"[Трек: Индустриальный] ) Написание скриптов для эффективной обработки данных в YTsaurus (парсинг, фильтрация, дедупликация, классификация )

2) Реализация следующий пайплайнов для обработки данных на Airflow:
- перенос данных между различными серверами (s3, Cloud, Cloud CPU, YTsaurus)
- токенизация данных для дальнейших обучения
- семплинг
- OCR обработка документов
- раскатка docker images
- инференс классификаторов
- эксперименты по обучению моделей на разных данных
- бенчмаркинг

3) Написание подробной документации по использованию готовых пайплайнов 

Ожидаемый результат к концу декабря:
Удобные, воспроизводимые, версионируемые пайплайны, к которым написана документация и которыми может пользоваться вся остальная группа (22 человека и соседние команды). Данные, обработанные с помощью полученных пайплайнов, будут использоваться для претрейна LLM GigaChat и сопутствующих экспериментов.","к концу декабря:
Удобные, воспроизводимые, версионируемые пайплайны, к которым написана документация и которыми может пользоваться вся остальная группа (22 человека и соседние команды). Данные, обработанные с помощью полученных пайплайнов, будут использоваться для претрейна LLM GigaChat и сопутствующих экспериментов.",EdTech; Geo; CV; NLP; ML в промышленности; LLM,,Студент_326,@user_331,,,2.0,1,,3.0,3.0,2.0,2.0,1.0,1.0,2.0,
искусственный интеллект: интеграция эмоций в большие языковые модели,,,NLP,2026-01-23,11:00:00,,,,NLP,,,,,,1.89,4,,2.0,1.25,2.0,1.75,2.25,1.75,2.25,
использование больших языковых моделей для создания целеориентированных диалоговых моделей,,,LLM,2026-01-23,12:15:00,,,,NLP; LLM,,,,,,2.75,4,,3.0,2.5,2.75,2.25,3.0,3.0,2.75,
Использование генерации синтетических данных для улучшения качества RAG,Научный,,,,,,"[Трек: Научный] 1. Обзор материалов.
Прочитать статьи  для рассмотрения существующих подходов и выбора метрик и датасетов
2. Реализация гипотез по улучшения качества ретрива и проведение экспериментов по замеру соответствующих метрик 
3. Реализация гипотез по улучшению качества генерации и проведение экспериментов по замеру соответствующих метрик 
4. Анализ полученных результатов и написание статьи

Ожидаемый результат: Завершенное исследование и черновая версия статьи",Завершенное исследование и черновая версия статьи,RAG; Research,,Студент_896,@user_370,,,0,0,,,,,,,,,
использование глубокого обучения для докинга и молекулярной динамики,Научный,1 курс,Science (BioTech),2026-01-23,16:00:00,,,,BioTech; Research; EdTech,Other,Студент_889,,https://drive.google.com/drive/folders/1AP1u0hiwiZ2LMVHlMEg4Z_JWjtymhRcA?usp=sharing,,2.0,3,5.0,2.33,2.0,1.67,2.0,2.0,2.33,1.67,
"Исследование активной материи используя роботов, способных передвигаться в 2ж",Научный,,,,,,"[Трек: Научный] ""1. Сделать обзор литературы.
2. Сделать сетап экспериментов.
3. Если данных не хватает, то начать сбор данных на роботах.
4. Провести эксперименты.


Предполагаемый результат: черновик научной статьи""",,Research,,Студент_989,@user_396,,,0,0,,,,,,,,,
исследование возможностей self-supervised learning,Научный,1 курс,LLM,2026-01-23,12:15:00,,,,NLP; Research; LLM,NLP; ML; Data_Scientist,Студент_048,,https://drive.google.com/drive/folders/1Kd5olbE4DD9QrROcEVJTSUR-_A1JcGr-?usp=drive_link,,2.64,4,3.0,3.0,3.0,2.0,2.25,2.25,3.0,3.0,
Исследование возможности использования генеративных моделей в задаче оценки состояния различных объектов на ПВЗ Wildberries,Индустриальный,,"Распознование речи, агенты",2026-01-22,18:15:00,,"[Трек: Индустриальный] Цель работы в семестре - Проанализировать и продемонстрировать на прототипах возможности диффузионных моделей для генерации интерьеров/входных групп ПВЗ Wildberries и детально исследовать объект «детский уголок», включая генерацию повреждений и влияние синтетических данных на модели детекции.

1. Анализ возможности использования диффузионных моделей для задачи генерации входных групп ПВЗ и помещения внутри ПВЗ
2. Проведение экспериментов по обучению модели генерации входных групп ПВЗ
3. Проведение экспериментов по обучению модели генерации интерьера ПВЗ
4. Анализ возможности использования диффузионных моделей для задачи генерации детских уголков
5. Проведение экспериментов по обучению модели генерации детских уголков на ПВЗ
6. Проведение экспериментов по улучшению качества работы модели обнаружения объектов в детских уголках благодаря сгенерированным данным
7. Проведение экспериментов по обучению модели генерации повреждений на объектах детских уголков

Ожидаемый результат: Рабочие генераторы входных групп / интерьеров ПВЗ / детских уголков. Улучшение работы детектора объектов в детских уголках и модели определения повреждений на объектах в детских уголках за счёт синтетических данных",Рабочие генераторы входных групп / интерьеров ПВЗ / детских уголков. Улучшение работы детектора объектов в детских уголках и модели определения повреждений на объектах в детских уголках за счёт синтетических данных,EdTech; Agents; Audio; ML в промышленности,,Студент_363,@user_272,,,0,0,,,,,,,,,
Исследование диффузионных языковых моделей,Научный,,,,,,"[Трек: Научный] ""1. Исследование области
2. Разработка гипотезы
3. Проведение вычислительных экспериментов
4. Оформление черновика статьи
Предполагаемый результат:  публикация пре-принта на arxiv.com""",,NLP; Research,,Студент_051,@user_398,,,0,0,,,,,,,,,
Исследование задачи РЯЖ,Научный,,,,,,"[Трек: Научный] Еженедельные созвоны,  обсуждение задач, исследование темы и применение на практике

Ожидаемый результат: Имплементация исследований",Имплементация исследований,Research,,Студент_698,@user_229,,,0,0,,,,,,,,,
исследование методов улучшения генерализации для детекции уязвимостей в программном коде,Научный,1 курс,Security,2026-01-23,12:15:00,,,,Security; Research; CV; NLP; VLM; LLM,CV; NLP; LLM; VLM; ML,Студент_037,,https://github.com/ann04ka/GraphCodeVDS/tree/main,,2.71,1,5.0,3.0,2.0,3.0,2.0,3.0,3.0,3.0,
Исследование моделей для векторного представления медицинских текстов,Научный,1 курс,Science (MedTech),2026-01-23,14:45:00,,"[Трек: Научный] План работы:

1. Изучение литературы по работе с мед. текстами 

2. Поиск/формирование датасета для обучения и тестирования 

3. Обзор моделей-конкурентов и подсчет выбранных метрик  на тестовом датасете.

4. Выбор и обучение модели для доменной области.

Ожидаемый результат: Произведена оценка современных моделей на медицинском наборе данных, предложена методика улучшения качества для моделей векторного представления, с учетом специфики медицинских данных","Произведена оценка современных моделей на медицинском наборе данных, предложена методика улучшения качества для моделей векторного представления, с учетом специфики медицинских данных",Research; EdTech; NLP; BioTech; MedTech; LLM,NLP; LLM; Data_Scientist,Студент_092,@user_003,https://drive.google.com/drive/folders/1Vj4RdTqo0kiQuqgEIejPkTSzuENKUxe2,,1.0,3,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Ничего не понятно из постера
Исследование мультиагентных систем в разных доменах,Научный,,,,,,"[Трек: Научный] - Работа над треком MARL в рамках соревнования MindGames
- Разработка МАС для автоматического написания статей (конкретные задачи будут определены позже)

Ожидаемый результат: Прототип МАС для автоматического написания статей",Прототип МАС для автоматического написания статей,Gaming; Автономные агенты; Research,,Студент_096,@user_060,,,0,0,,,,,,,,,
"Исследование на тему: Применение больших языковых моделей и агентных систем для автоматизации процессов извлечения, трансформации и визуализации данных",Научный,,,,,,[Трек: Научный] на согласовании,,Автономные агенты; NLP; Research,,Студент_107,@user_139,,,0,0,,,,,,,,,
Исследование нарративов,Научный,1 курс,,,,,"[Трек: Научный] 1. Изучить тему новостных нарративов
2. Поработать с базой новостей телеграмм каналов
3. Разработать модель для выявления нарративов на основе анализа текстов новостей и их распространения

Ожидаемый результат: Научиться выявлять нарративы на этапе публикации, научиться предсказывать их распространение","Научиться выявлять нарративы на этапе публикации, научиться предсказывать их распространение",NLP; Research; LLM,NLP; LLM; Data_Scientist,Студент_372,@user_004,https://disk.yandex.ru/d/uhqhVgL-Ew8Z1A,,0,0,5.0,,,,,,,,
Исследование нейросетей для распознания языка жестов,Научный,,,,,,"[Трек: Научный] Планируется провести сравнительный анализ подходов для распознания языка жестов и преобразования его в текст, а также обучение своего пайплайна для улучшения существующих метрик.

Ожидаемый результат: Обученная нейросеть для распознания языка жестов",Обученная нейросеть для распознания языка жестов,NLP; Research; EdTech,,Студент_374,@user_006,,,0,0,,,,,,,,,
Исследование новостных нарративов,Научный,1 курс,,,,,"[Трек: Научный] Постановка задачи и анализ данных — уточнение целей исследования, выбор релевантных источников публикаций и экономических индикаторов, сбор, структурирование и предварительная очистка данных.

Идентификация нарративов — использование инструментов обработки естественного языка и тематического моделирования для автоматического выделения и классификации нарративов в текстах.

Моделирование динамики распространения — разработка моделей, прогнозирующих временные рамки распространения и потенциальные точки возникновения новых нарративов.

Мониторинг распространения — анализ и визуализация хода распространения нарративов по различным источникам, регионам и временным периодам.

Анализ влияния на экономические процессы — исследование корреляций между активностью нарративов и ключевыми экономическими событиями, построение прогностических моделей воздействия.

Интерпретация и оформление результатов — оценка применённых методов, формулирование выводов, подготовка итогового отчёта и презентационных материалов по итогам исследования.

Ожидаемый результат: Освоение инструментов анализа и прогнозирования нарративов, создание модели для оценки их влияния на экономические процессы и подготовка научной публикации по результатам исследования.","Освоение инструментов анализа и прогнозирования нарративов, создание модели для оценки их влияния на экономические процессы и подготовка научной публикации по результатам исследования.",NLP; Research,,Студент_633,@user_605,https://disk.yandex.ru/d/uhqhVgL-Ew8Z1A,,0,0,,,,,,,,,
Исследование подходов к генерации кода при помощи информационного поиска,Научный,1 курс,,,,,"[Трек: Научный] Описать план работы (подходы, эксперименты + сроки)
Выбрать существующий benchmark и OpenSource llm.
Провести эксперименты, показывающие, что добавление информационного поиска улучшает точность генерации для LLM.

Ожидаемый результат: Разработан подход, улучшающий существующие в узкой подзадаче","Разработан подход, улучшающий существующие в узкой подзадаче",NLP; Research; LLM,,Студент_044,@user_612,,,0,0,,,,,,,,,
исследование подходов к генерации кода при помощи информационного поиска (rag4code),,,LLM,2026-01-23,12:15:00,,,,RAG; LLM,,,,,,2.46,4,,3.0,2.25,2.25,2.25,3.0,2.75,1.75,
Исследование применения flow matching подхода к контролируемой генерации табличных данных,Научный,1 курс,,,,,"[Трек: Научный] 1. Изучить дифузионные модели
1.1 На канале Студент_2252 посмотреть лекции про сэмплирование
1.2 Понять что такое генеративная модель (научиться сэмплировать данные)
1.3 Изучить диффузионные модели (семинары ВШЭ)

2. Flow Matching
2.1 Обзор литературы
2.1 Изучение алгоритма Flow Matching
2.3 Найти программные реализации моделей Flow Matching (желательно для табличных данных)
2.4 Изучить как работает Flow Matching на непрерывных данных

Ожидаемый результат: Изучить как работает Flow Matching на непрерывных данных",Изучить как работает Flow Matching на непрерывных данных,Research,,Студент_1364,@user_616,,,0,0,,,,,,,,,
Исследование применения функции оценки токенов для модели Transformer в контексте разреженности нейронных сетей,Научный,,,,,,"[Трек: Научный] Этап 1 
 1. Доработать текущий материал ВКР (а именно метод токенизации изображений с помощью функции оценки токенов)
             1.1.       Организация репозитория с открытым и аккуратным исходным кодом, оформленным в виде библиотеки
             1.2.      Обучение и вычисление метрик для различных моделей на imagenet-1k  
 2. Изучить другие работы, связанные с функцией оценки токенов
 3. Поставить эксперименты с другими функциями оценки токенов и способами их обучения 
 4. Собрать результаты в статью

Этап 2 
 1. Анализ работ, связанных с функциями оценки токенов в трансформерах
 2. Применить функции оценки токенов для каждого слоя трансформера
       2.1. Поставить эксперименты для трансформеров-кодировщиков (задача классификации?)
       2.2. Поставить эксперименты для трансформеров-декодировщиков (задача генерации текста)
       2.3. Поставить эксперименты для трансфомеров (энкодер-декодер, задача машинного перевода)
 3. Собрать результаты в статью

Ожидаемый результат: Выполнение поставленного плана, сбор материалов в статью (пока без публикации, возможно с подготовкой постера)","Выполнение поставленного плана, сбор материалов в статью (пока без публикации, возможно с подготовкой постера)",CV; NLP; Research; EdTech,,Студент_075,@user_306,,,0,0,,,,,,,,,
исследование стратегий отбора данных для обучения моделей машинного обучения с минимизацией ухудшения качества моделей,Научный,2 курс,LLM,2026-01-23,12:15:00,,,,Research; EdTech; NLP; RecSys; LLM,LLM; RecSys; Data_Scientist,Студент_047,,https://drive.google.com/drive/folders/1dcDAqivs7yyUIuZcZrJjuxTPt_n8Kpza?usp=sharing,,2.71,4,5.0,3.0,3.0,3.0,3.0,2.25,2.75,2.0,
Исследование текстово-языковых знаний и внутренних представлений в VLA моделях и повышение эффективности SFT дообучения на малом количестве данных для OOD генерализации,Научный,1 курс,,,,,"[Трек: Научный] 1. Выбор сред для экспериментов трестирующих OOD генерализацию, бейзлан VLA моделей, запуски моделей и получение базовых результатов 
2. Исследование, как меняются внутренние текстово-языковые представление VLA моделей  при дообучении их на малом количестве робототехнических данных
3. Создание бенчмарка для тестирования трансфера текстово-языковых знаний и способностей с VLM в VLA модели
4. Изучения метода выравнивания внутренних представлений VLA модели на различные foundation текстовые и языковые модели
5. Разработка метода эффективного дообучения VLA моделей на малом количестве робототехнических данных для OOD генерализации
6.  Abilations компонентов модели и результатов

Ожидаемый результат: Предполагаемый результат: Статья на A* конференцию в которой: изучены и выдвинуты гипотезы по изменению внутренних представлений при SFT дообучениии VLA моделей на малом количестве данных, предложен бенчмарк для оценки трансфера знаний в VLA моделях, разработан метод для  эффективного дообучения VLA моделей на малом количестве робототехнических данных для OOD генерализации, получены приросты относительно базового метода, проведены abilations","Предполагаемый результат: Статья на A* конференцию в которой: изучены и выдвинуты гипотезы по изменению внутренних представлений при SFT дообучениии VLA моделей на малом количестве данных, предложен бенчмарк для оценки трансфера знаний в VLA моделях, разработан метод для  эффективного дообучения VLA моделей на малом количестве робототехнических данных для OOD генерализации, получены приросты относительно базового метода, проведены abilations",Research; EdTech; CV; NLP; VLM; LLM,CV; NLP; LLM; VLM; Data_Scientist,Студент_025,@user_693,https://blind-vla-paper.github.io,,0,0,5.0,,,,,,,,
исследование текстово-языковых знаний и внутренних представлений в vla моделях и повышение эффективности sft дообучения на малом количестве данных для ood генерализации.,,,Agent,2026-01-23,11:00:00,,,,Agents; NLP; EdTech,,,,,,3.0,2,,3.0,3.0,3.0,3.0,3.0,3.0,3.0,
исследование физико-информированных подходов для прикладных задач в нефтяной отрасли,,,Science (BioTech),2026-01-23,16:00:00,,,,BioTech,,,,,,2.05,3,,2.33,2.0,1.67,2.0,2.0,2.33,2.0,
исследование функции оценки токенов модели transformer в контексте разреженности нейронных сетей,Научный,1 курс,NLP,2026-01-23,14:45:00,,,,NLP; Research; LLM,NLP; LLM,Студент_075,,https://drive.google.com/drive/folders/1Fg9BvkxzrtGkQ8vsrv65xUEzfHRgTn0f?usp=sharing,,2.5,2,5.0,2.0,2.0,3.0,2.5,3.0,2.0,3.0,
Исследование экономических нарративов,Научный,1 курс,,,,,"[Трек: Научный] 1.1 Очистить и структурировать данные из Telegram и других источников (новостные БД, соцсети).
1.2 Применить фильтры по экономическим ключевым словам (как указано в презентации).
1.3 Удалить шум и нерелевантные данные.
2. Провести первичный ручной и автоматический анализ выборки новостей для калибровки модели
3.1 Применить тематическое моделирование (LDA, BERTopic) для выявления устойчивых тем.
3.2 Определить темы с экономическим содержанием и признаки «нарративности» (по частоте, эмоциональности, вовлечению СМИ).
...

P.s. Задач много, они распределены между командой, выписал начальные этапы, которыми занимаемся сейчас.

Ожидаемый результат: Научная публикация",Научная публикация,CV; NLP; Research,CV; ML; Data_Scientist,Студент_993,@user_447,https://disk.yandex.ru/d/uhqhVgL-Ew8Z1A,,0,0,4.0,,,,,,,,
Исследование эффективных методов улучшения способности к генерализации знаний для детекции уязвимостей программного кода,Индустриальный,,,,,,"[Трек: Индустриальный] План работы на семестр, по которому буду работать:
Этап 1: Литературный обзор и анализ предметной области (6 недель)
- Недели 1-2: Обзор LLM-подходов к анализу безопасности кода
- Недели 3-4: Анализ существующих датасетов и метрик оценки
- Недели 5-6: Изучение ограничений и пробелов, с фокусом на проблемы генерализации знаний

Этап 2: Методологическая подготовка (3-4 недели)
- Недели 7-8: Выбор и настройка базовых моделей для тестирования. 

Планирую использовать модели, которые можно запускать на моем оборудовании (16GB GPU) во избежание проблем с мощностями

- Недели 9-10: Подготовка пайплайна - окружение, данные

Этап 3: Начало экспериментальной работы (1-я часть из 6-8 недель)
- Недели 11-13: Проведение базовых экспериментов по детекции уязвимостей и оценка производительности

Ожидаемый результат: К концу семестра планирую иметь:
- Завершенный литературный обзор (Статьи набрала, посмотрела-почитала, немного написала уже, но пока хочется запустить процесс с экспериментами, а обзор доделать после)
- Рабочий байзлайн: обученные модели CodeBERT/GraphCodeBERT на стандартных датасетах 
- Результаты начальных экспериментов
- Подготовленную инфраструктуру для основных экспериментов","К концу семестра планирую иметь:
- Завершенный литературный обзор (Статьи набрала, посмотрела-почитала, немного написала уже, но пока хочется запустить процесс с экспериментами, а обзор доделать после)
- Рабочий байзлайн: обученные модели CodeBERT/GraphCodeBERT на стандартных датасетах 
- Результаты начальных экспериментов
- Подготовленную инфраструктуру для основных экспериментов",Security; EdTech; NLP; ML в промышленности; LLM,,Студент_037,@user_436,,,0,0,,,,,,,,,
Исследования SMMR для соц. сети Пульс с учетом временной компоненты,Индустриальный,1 курс,"Бизнес - процессы, промышленность",2026-01-22,14:00:00,,"[Трек: Индустриальный] Необходимо повысить разнообразие рекомендаций в ленте ""Интересные посты"" в соц. сети Пульс. В данный момент рекомендации на одну и ту же тему могут следовать подряд, чтобы бороться с этим и повысить разнообразие рекомендаций, необходимо добавить этап реранжирования

Для этого я изучу  статью про SMMR и адоптирую его для ленты ""Интересные посты"". Учитывая важность хронологии в рекомендациях в домене инвестиций, чтобы повысить эффективность реранжирования, проработую идею для учета временной компоненты при реранжировании

План:
- Изучить статью SMMR
- Собрать датасет для проведения экспериментов
- Написать код для проведения экспермиентов с воспроизведением хронологической сортировки
- Добавить временную компоненту в SMMR
- Продумать создание эмбедингов постов, обсудить с командой разработки необходмые доработки в компонентах для доставки векторов постов в векторную БД
- Внедрить реранкер в архитектуру сервиса ранжирования
- Запустить A/B тест

Ожидаемый результат: Проведен A/B тест с 3 группами: без реранкера(контроль), SMMR и SMMR с учетом временной компоненты","Проведен A/B тест с 3 группами: без реранкера(контроль), SMMR и SMMR с учетом временной компоненты",FinTech; ML; ML в промышленности; RecSys; Business,ML; RecSys,Студент_305,@user_111,https://drive.google.com/drive/folders/1q_0ngdxMtqo0Ldh7G6L2Za-LA1I5AFqH?usp=sharing,,2.71,1,5.0,3.0,3.0,2.0,3.0,3.0,2.0,3.0,
Карьерник,Стартап,,,,,,"[Трек: Стартап] 1) Подготовить и выкатить MVP на пилот (200→400 пользователей) с аналитикой.

2) Провести 8–12 кастдевов, зафиксировать инсайты и обновить MVP.

3) Настроить контент-пайплайн и геймификацию удержания.

4) Запустить монетизацию, протестировать прайс, замерить юнит-экономику.

Ожидаемый результат: MVP в проде на ~400 пилотных пользователей, проведен кастдев тестовых пользователей, запущена монетизация","MVP в проде на ~400 пилотных пользователей, проведен кастдев тестовых пользователей, запущена монетизация",Стартап,,Студент_207,@user_598,,,0,0,,,,,,,,,
каскадные ошибки в мультиагентных системах,Научный,1 курс,Security,2026-01-23,12:15:00,,,,Security; Автономные агенты; Research; NLP; LLM,NLP; LLM; Agentic_AI,Студент_038,,https://drive.google.com/drive/folders/1APT8I085uRkPbDMlldO3ohld6PpfMT3s?usp=drive_link,,2.93,2,5.0,3.0,3.0,3.0,2.5,3.0,3.0,3.0,
Категоризатор e-commerce товаров,Индустриальный,,,,,,"[Трек: Индустриальный] Первая часть задачи - создание репрезентативного датасета.

Была большая проблема с тем, что было непонятно, как и на чем тестировать решения по категоризации товаров. Требуется сделать такую разметку.

Вторая часть задачи - разработка непосредственно пайплайна CV категоризации товаров

Всего в категорийном дереве 1500 категорий.
Разработка первого этапа CV-категоризации - этап генерации кандидатов категорий(получение топ-15 категорий, близких к товару). Весь процесс от сбора данных с разметкой, разработки контрастив модели и ее обучения
Ресерч по второму этапу CV-категоризации - реранкинг и выделение одной единственной категории. От бустингов, реранкеров до VLM моделей
Разработка второго этапа CV-категоризации - инференс выбранной модели после выделения кандидатов категорий

Ожидаемый результат: Готовое протестированное решение",Готовое протестированное решение,VLM; CV; EdTech; ML в промышленности,,Студент_261,@user_656,,,0,0,,,,,,,,,
квантизация нейронного оператора предсказывающего поля давления (в задачах разработки месторождения),,,Science (BioTech),2026-01-23,16:00:00,,,,BioTech,,,,,,2.14,3,,2.67,2.0,2.0,2.0,2.0,2.0,2.33,
классификация отзывов на основе текстовых данных,,,ML в промышленности,2026-01-23,13:30:00,,,,NLP; ML,,,,,,1.71,1,,2.0,3.0,1.0,2.0,1.0,2.0,1.0,
клонирование голоса в переводе видео,,,"Распознование речи, агенты",2026-01-22,16:30:00,,,,ASR; Agents; Audio; CV,,,,,,0,0,,,,,,,,,
Контур ИИ (ранее Altyn AI),Индустриальный,,,,,,"[Трек: Индустриальный] ""0) провести интервью с конечными пользователями и стейкхолдерами 
1) составить дизайн решения
2) разработать роудмап разработки и исследований
3) добиться 
""",,ML в промышленности,,Студент_591,@user_144,,,0,0,,,,,,,,,
